,category,text
947,2,my apps issue
948,1,user request for my access password reset
949,1,zoo password reset
950,2,return sachel for fetch tv
951,4,unable to cancel in dpm
952,2,my app received error
953,1,error message on my account
954,6,unable to register customer to email billing
955,1,sos password reset
956,1,password reset for my account
957,1,cust shouldnt be asked for login account to my account as he is in broadband pla
958,1,cust unable to login to member services
959,1,not able to access mybill payment function
960,2,airbnb error
961,4,dpm order in submitted status NUM
962,1,my access password reset
963,1,my access password reset
964,0,ebpp cust gets automatically logged out
965,2,billing issue NUM
966,1,sos password reset
967,1,reset the password for zoo
968,1,unable to login to my access
969,2,selene promise to pay not working
970,5,urgent canned messages blank
971,1,my account unable to impersonate the account NUM
972,2,dpm errorunable to book fetch tv
973,1,my account unable to linking to the service
974,1,email billing registration issue in my account
975,1,issue with myaccount
976,5,re customer unable to use any drs plan that he subs to on singtel apps stm 91
977,2,fetch tv push through to sap please
978,1,my access password reset
979,2,dpm issue
980,2,customer order pending in dpm
981,2,prod recontract unable to pass validation
982,1,my account customer request email billing
983,1,zoo csi password reset
984,1,unable to access my app
985,1,customer not able to see the usage option under my account
986,2,metv error
987,1,my account issue cant display your service details
988,5,mio ingest error reported on think01intsinmioourinfranet
989,2,dpm order faile fetch tv
990,6,migs patching request for txn date 27 may NUM
991,1,my access password reset request
992,1,unable to login to my app
993,2,dpm cant reprocess order
994,2,ob portal password reset
995,1,my access password reset
996,1,my access password reset
997,2,my acocunt linkiing error
998,2,my app did not accept customer mobile number
999,3,unable to switch customer to email billing
1000,1,my account issue
1001,1,sos my access password reset
1002,2,error message in my portal
1003,1,hiaccount still having activations for opera in september
1004,1,my access password reset
1005,2,order is stuck in pending in dpm
1006,1,unable to login to staff login to member services
1007,3,unable to switch to email billing
1008,2,dpm order fetch tv its not been delivered
1009,2,dpm error stuck order
1010,2,re pyenpat01d error
1011,2,fusion flag mismatch
1012,1,my account usage details not updating
1013,1,password reset for my access
1014,2,my app usage mismatch
1015,5,different amount quoted for early upgrade
1016,2,seeking your assistance to process an order for stb
1017,1,my account getting an error
1018,4,customer is getting 18gb of data instead of 10gb
1019,1,unable to print bill history in my account
1020,1,issue my access password reset
1021,1,my access password reset
1022,1,zoo password reset
1023,0,zte f286 prices shows wrong price in comau
1024,2,push through with order
1025,2,customer not receive verification code for my app installation
1026,1,dpm password reset
1027,1,zoo password reset
1028,1,customer unable to login into my account
1029,4,misalignment of data display in shares app for singtel tv
1030,4,dpm invalidrelatedorders ottNUM
1031,2,sorry the service you have selected is currently invalid
1032,1,customer unable to change the password in member service which get an error
1033,2,my app invalid imei error message
1034,1,uhh unable to login to yes passyes central
1035,2,activation order blocked server temporarily unavailable
1036,1,my access password reset
1037,2,dpm error
1038,2,customer didnt receive pin for my app
1039,2,bizportal application user id admintscosg are stuck in provision
1040,2,request for feb NUM singtel bill singtelNUM
1041,1,my account redirecting to member services
1042,1,member services password reset
1043,1,unable to impersonate customer in my account
1044,2,unable to register
1045,2,dpm the status still pending
1046,5,trans date 15 17 apr NUM 1 discrepancies between onepay report pegasu
1047,0,incorrect usage alerts
1048,2,to cancel biz eshop order NUM in eshop database immediate
1049,1,direct debit issue in my account
1050,2,unable install my app
1051,0,zoo
1052,1,unable to login to my account
1053,2,dpm order is stuck
1054,1,customer unable to login to my app
1055,5,bizportal id request singtel NUM
1056,4,re re no cancel or submit button in mysingtel app
1057,1,my apps customer unable to logon
1058,1,my account issue
1059,1,my access password reset
1060,6,unable to setup email billing
1061,1,my access password reset
1062,1,ob portal account
1063,2,my app not an number error message
1064,1,my access issue unlinking error
1065,1,my access password reset
1066,1,my access password reset request
1067,6,unable to activate prepaid sims
1068,1,unable to check detail in my account
1069,4,dpm error while submiting
1070,1,my access password reset
1071,2,sos unable to active sim card
1072,1,my account issue
1073,2,unable to access yes central and personal hub
1074,2,need serrvice profile ajnmwcg001 NUM
1075,1,zoo csi affected multiple user
1076,1,my access password reset
1077,2,dpm pending order tvbeale
1078,1,customer unable to login throuh my services
1079,2,sim activation erros in sos
1080,2,unable to access yes central and personal hub
1081,2,ob portal unable to change password
1082,1,login issue on my account
1083,1,account keeps locking out
1084,6,request to push the order through in dpm for stb to be dispatch
1085,1,dpm password reset
1086,1,customer is unable to login to my account
1087,2,pyenpat01d error
1088,2,prepaid ca retrieval for worder ahpdmxb001
1089,1,zoo password reset cpNUM
1090,2,my app unable to check usages
1091,2,my app unable to acces live chat
1092,1,usage mismatch my account
1093,1,my account issue
1094,2,dpm unable to order tv customer
1095,5,fusion port away me tv cancellation
1096,1,my account user not found
1097,2,unable to process fetch tv order
1098,1,my account it issue ranald cross
1099,2,cust not able to use member services
1100,2,my app close by itself
1101,1,keeps getting logged out from my account
1102,2,business portal password
1103,2,workflow
1104,1,my access password reset
1105,5,my app csr reported that customer having issue to check the latest bill
1106,1,unable to login to my account
1107,0,servicenowmybusiness portal pw reset
1108,2,dpm general error service is unavailable please try again after 24 hours
1109,1,my account unable to link the account
1110,2,my app
1111,2,fetch tv is not yet delivered
1112,0,citrix
1113,1,my account customer is unable to login
1114,2,query to outlook
1115,2,customer did not receive sms alerts miss tan siew tuan NUM NUM
1116,2,dpm error unable to book fetch tv
1117,2,my app
1118,1,zoo password reset
1119,2,singtel business portal access reset password singtelNUM
1120,6,customer email registration has been completed however finding difficult to chan
1121,1,unable to view the details in my account
1122,2,dpm error customer want to return satchel
1123,5,unable to port in miss janice
1124,2,cannot change webmail password via member services
1125,2,dpm fetch stuck
1126,1,my access password reset
1127,1,my account login keep getting logged out
1128,4,my app unable to view data usage
1129,2,dpm error
1130,2,fetch tv order error
1131,1,my account no option to manage email
1132,1,my account cannot see the new plan
1133,1,my access password reset
1134,1,my account unable to change to email billing
1135,1,error message in my account
1136,1,my access reset password
1137,2,dpm issue
1138,1,my access password reset
1139,2,prepaid ca retrieval for worder aichaxo001
1140,1,my access password reset
